,URL,Dataset,Tag,Sum Response Size,Avg Response Size,Count
87,https://cdn.sanity.io/images/ocl5w36p/prod5/b74ee1c382b1914ee1d2cedf48957f9b3aeb847b-960x1038.jpg?w=480&auto=format&dpr=2,prod5,,6 GB,56478.8,"101,884"
88,https://cdn.sanity.io/images/ocl5w36p/prod5/9f0803e35ddbbe099c0338458af321cc086dc279-1920x660.jpg?w=1280&auto=format,prod5,,6 GB,78020.6,"73,625"
89,https://cdn.sanity.io/images/ocl5w36p/prod5/74eb1ab3944eb60175c89d236c342da06a6ee36f-1076x1300.jpg?w=480&auto=format&dpr=2,prod5,,6 GB,162527.9,"34,857"
90,https://cdn.sanity.io/images/ocl5w36p/prod5/ddec06fd718511fc73a955def45ea6cd3da987e2-641x881.png?w=480&auto=format&dpr=2,prod5,,6 GB,314110.,"18,007"
91,https://cdn.sanity.io/images/ocl5w36p/prod5/3e1d6fc350a4bd8e46e1980f0617c3b8c740d04b-1280x1570.jpg?w=640&fit=max&auto=format&dpr=2,prod5,,6 GB,315052.3,"17,917"
92,https://cdn.sanity.io/images/ocl5w36p/prod5/a7781554b1bf548e13b35a4ba28e5697af7d8dc7-700x430.jpg?w=480&auto=format&dpr=2,prod5,,6 GB,51859.8,"108,653"
93,https://cdn.sanity.io/images/ocl5w36p/prod5/7235c6f45456d7fd281a9f86f28eeb119f2a3c91-4679x3840.jpg,prod5,,6 GB,2.61 MB,"2,144"
94,https://cdn.sanity.io/images/ocl5w36p/prod5/6b7b3518c4d447c00b31f5def2920d8bcceace7f-1400x1120.png,prod5,,6 GB,2.53 MB,"2,205"
95,https://ocl5w36p.apicdn.sanity.io/v2022-10-01/data/query/integrateduat,integrateduat,,6 GB,33840.9,"164,880"
96,https://cdn.sanity.io/images/ocl5w36p/prod5/7436ccdf6a436ae52b8f99b9145db7b359a2649f-3840x1860.jpg?w=480&auto=format&dpr=2,prod5,,6 GB,105733.6,"52,477"
97,https://cdn.sanity.io/images/ocl5w36p/prod5/3a759f8c93cc644b96dcdc31fbc8daff0d6eb384-1280x1760.jpg?w=480&auto=format&dpr=2,prod5,,5 GB,168718.4,"32,064"
98,https://cdn.sanity.io/images/ocl5w36p/prod5/5601669b20738eceac0bb7ada92892a63cfe507b-921x660.jpg?w=1920&auto=format&dpr=2,prod5,,5 GB,394851.9,"13,681"
99,https://cdn.sanity.io/images/ocl5w36p/prod5/243271c05083c0a205ed45f9c3186808c1bd33be-3878x3102.jpg,prod5,,5 GB,2.16 MB,"2,469"
100,https://cdn.sanity.io/files/ocl5w36p/prod5/345afcc287329036fa0d75b8eb335deb3c70da0e.pdf,prod5,,5 GB,7.69 MB,692
101,https://cdn.sanity.io/images/ocl5w36p/prod5/50f67e2ebf73f516acd0d34155f51fe62af202ae-952x644.jpg?w=480&auto=format&dpr=2,prod5,,5 GB,87199.8,"60,213"
102,https://cdn.sanity.io/images/ocl5w36p/prod5/16df5c6cb4c22068c81f9444f325ae58e6fd678e-1400x1120.png,prod5,,5 GB,2.43 MB,"2,153"
103,https://cdn.sanity.io/images/ocl5w36p/prod5/3507a33aad2b186d9f75cf7c2b6b23f0a1d5560f-1842x1320.jpg?w=1920&auto=format&dpr=2,prod5,,5 GB,385463.6,"13,423"
104,https://cdn.sanity.io/images/ocl5w36p/prod5/2a9992ca5820462bc85eadea842eb1ad6cc5223f-1400x1120.png,prod5,,5 GB,3.45 MB,"1,486"
105,https://ocl5w36p.apicdn.sanity.io/v2022-10-01/data/query/prod5?query=*%5B_type%20%3D%3D%20%22offerPackages%22%20%26%26%20brandName%20%3D%3D%20%22Ama%22%20%26%26%20identifier%20%3D%3D%20%22undefined%22%5D%7B%0A%20%20title%2C%0A%20%20expandTnC%2C%0A%20%20identifier%2C%0A%20%20displayGlobal%2C%0A%20%20hideBookNowWidget%2C%0A%20%20rateCode%2C%0A%20%20requireSingleRateTab%2C%0A%20%20promoCode%2C%0A%20%20offerType%2C%0A%20%20holidayOffer%2C%0A%20%20offerBannerTitle%2C%0A%20%20banner%2C%0A%20%20tnc%2C%0A%20%20thumbnail%2C%0A%20%20description%2C%0A%20%20subTitle%2C%0A%20%20sectionTitle%2C%0A%20%20packageType%2C%0A%20%20stayDates%2C%0A%20%20validityDates%2C%0A%20%20blackoutDates%2C%0A%20%20validThroughYear%2C%0A%20%20memberType%2C%0A%20%20memberSpecific%2C%0A%20%20lengthOfStay%2C%0A%20%20additionalInclusions%2C%0A%20%20additionalInclusionsTitle%2C%0A%20%20additionalInclusionsSubtitle%2C%0A%20%20%22participatingHotelsForThisOffer%22%3Ahotels%5B%5D.participatingHotels%5B%5D-%3E%7BhotelName%2ChotelId%2Cidentifier%2C%20%22villaType%22%3AamaHotelAdditionalInfo-%3EvillType%2C%20%22isActive%22%3AamaHotelAdditionalInfo-%3EisActive%2C%0A%20%20%22synxis_hotel_id%22%3AsearchTaxonomies-%3EsynxisHotelId%2C%0A%22hotel_country%22%3AhotelAddress-%3Ecountry%2C%0A%22city%22%3AhotelAddress-%3Ecity%2C%0A%22hotel_state%22%3AhotelAddress-%3Estate%2C%0A%22hotel_pin_code%22%3AhotelAddress-%3Epincode%2C%0A%22brand_name%22%3AbrandName%7D%2C%0A%20%20participatingDestinations%5B%5D-%3E%7B%0A%20%20%22description%22%3A%20description%2C%0A%20%20%20%20name%2C%0A%20%20%20%20identifier%2C%0A%20%20%20%20city%2C%0A%20%20%20%20country%2C%0A%20%20%20%20thumbnail%2C%0A%20%20%20%20%22keyPoints%22%3AamaDestinationAdditionalInfo%20-%3E%20destinationKeyFeatures%2C%0A%20%20%20%20%22hotelCount%22%20%3A%20count(participatingHotels%5B%5D)%2C%0A%20%20%20%20%22primaryHotelData%22%3A%20participatingHotels%5B%40-%3E%20isPrime%20%3D%3D%20true%5D%20-%3E%20%7B%0A%20%20%20%20%22primaryHotelName%22%3A%20hotelName%2C%0A%20%20%20%20%22primaryDesc%22%3A%20hotelDescription%2C%0A%20%20%20%20%20%22primaryHotelImage%22%3A%20hotelOverview-%3EbasicInfo.media%5B0%5D.imageAsset.largeImage%5B0%5D.asset-%3Eurl%2C%0A%20%20%20%20%20%22primaryHotelMobileImage%22%3A%20hotelOverview-%3EbasicInfo.media%5B0%5D.imageAsset.image%5B0%5D.asset-%3Eurl%2C%0A%20%20%20%20%20%22altTag%22%3A%20hotelOverview-%3EbasicInfo.media%5B0%5D.imageAsset.largeImage%5B0%5D.altText%0A%20%20%20%20%7D%2C%0A%20%20%20%20participatingHotels%5B%5D%20%7C%20order(hotelName%20asc)%20%7C%20order(coalesce(score%2C%20-1)%20desc)%20-%3E%20%0A%20%20%20%20%7B_id%2C%0A%20%20%20%20%20score%2C%0A%20%20%20%20%20hotelId%2C%0A%20%20%20%20%20%22image%22%3A%20hotelOverview-%3EbasicInfo.media%2C%0A%20%20%20%20%20hotelName%2C%0A%20%20%20%20%20identifier%2C%0A%20%20%20%20%20%22description%22%3A%20hotelDescription%2C%0A%20%20%20%20%20brandName%2C%0A%20%20%20%20%20%22facilities%22%3A%20hotelMetaFacilities%2C%0A%20%20%20%20%20hotelAddress-%3E%2C%0A%20%20%20%20%20%20hotelContact-%3E%2C%0A%20%20%20%20%20%20searchTaxonomies-%3E%0A%20%20%20%20%20%20%7B%0A%20%20%20%20%20%20%20%20title%2C%0A%20%20%20%20%20%20%20shortDescription%2C%0A%20%20%20%20%20%20%20longDescription%2C%0A%20%20%20%20%20%20%20hotelType%2C%0A%20%20%20%20%20%20%20hotelFeature%2C%0A%20%20%20%20%20%20%20hotelCode%2C%0A%20%20%20%20%20%20%20propertyCategory%0A%20%20%20%20%20%20%7D%0A%20%20%7D%0A%20%20%7D%2C%0A%20%20hotels%5B%5D%20%7B%0A%20%20%20%20%20tnc%2C%0A%20%20%20%20%20participatingHotels%5B%5D%20%7C%20order(hotelName%20asc)%20%7C%20order(coalesce(score%2C%20-1)%20desc)%20-%3E%7B%0A%20%20%20%20%20%20hotelName%2C%0A%20%20%20%20%20%20score%2C%0A%20%20%20%20%20%20hotelDescription%2C%0A%20%20%20%20%20%20hotelId%2C%0A%20%20%20%20%20%20brandName%2C%0A%20%20%20%20%20%20hotelAddress-%3E%7Bcity%2C%20country%2C%20pincode%2C%20state%7D%2C%0A%20%20%20%20%20%20searchTaxonomies-%3E%7B%0A%20%20%20%20%20%20%20hotelType%2C%0A%20%20%20%20%20%20%20synxisHotelId%2C%0A%20%20%20%20%20%20%20hotelCode%0A%20%20%20%20%20%20%7D%2C%0A%20%20%20%20%20%20identifier%2C%0A%20%20%20%20%20%20hotelOverview-%3E%7B%0A%20%20%20%20%20%20%20basicInfo%20%7B%0A%20%20%20%20%20%20%20%20%20media%5B0%5D%0A%20%20%20%20%20%20%20%7D%0A%20%20%20%20%20%7D%0A%20%20%20%20%7D%2C%0A%20%20%20%20seoKeywords%2C%0A%20%20%20%20seoDescription%2C%0A%20%20%20%20pageTitle%2C%0A%20%20%20%20description%2C%0A%20%20%20%20inclusionHeadingTitle%2C%0A%20%20%20%20inclusions%5B%5D%20%7B%0A%20%20%20%20%20%20...%2C%0A%20%20%20%20%20%20inclusionTheme-%3E%2C%0A%20%20%20%20%20%20basicInfo%7B...%2C%22icon%22%3A%20icon-%3E%7D%2C%0A%20%20%20%20%20%20%22theme%22%3A%20inclusionTheme-%3E.title%0A%20%20%20%20%7D%2C%0A%20%20%20%20thumbnail%0A%20%20%7D%2C%0A%20%20inclusionHeadingTitle%2C%0A%20%20inclusions%5B%5D%20%7B%0A%20%20%20%20...%2C%0A%20%20%20%20basicInfo%7B...%2C%22icon%22%3A%20icon-%3E%7D%2C%0A%20%20%20%20inclusionTheme-%3E%2C%0A%20%20%20%20%22theme%22%3A%20inclusionTheme-%3E.title%0A%20%20%7D%2C%0A%20%20tnc%2C%0A%20%20pageTitle%2C%0A%20%20seoDescription%2C%0A%20%20seoKeywords%2C%0A%20%20offerFAQs%2C%0A%20%20cugType%0A%20%20%7D%5B0%5D&tag=ama_cug_desk,prod5,ama_cug_desk,5 GB,1871.3,"2,715,914"
106,https://cdn.sanity.io/images/ocl5w36p/prod5/89f1b0164e50e11f867ef1a0bf86c62c80d70668-20x20.png?w=3840&auto=format&dpr=2,prod5,,5 GB,466440.2,"10,883"
107,https://cdn.sanity.io/images/ocl5w36p/prod5/2b0b22bb51d9a2c59ad2bba7cd267278a157e21b-640x785.heif?w=640&fit=max&auto=format&dpr=2,prod5,,5 GB,65321.7,"76,577"
108,https://cdn.sanity.io/images/ocl5w36p/prod5/74276c9b2dfa87b652a7eeee30fd67d21d77422f-7491x6104.jpg,prod5,,5 GB,3.91 MB,"1,267"
109,https://cdn.sanity.io/images/ocl5w36p/prod5/7c0d1d8bd92aeb9ae28d9cf1df79e45054d48849-3840x1860.jpg?w=480&auto=format&dpr=2,prod5,,5 GB,38193.1,"129,336"
110,https://cdn.sanity.io/images/ocl5w36p/prod5/96930547419551d7ff26b64420f81a2e0c4d5c2a-3878x3102.jpg,prod5,,5 GB,1.55 MB,"3,159"
111,https://cdn.sanity.io/images/ocl5w36p/prod5/0b987f7ad2c18cdd73eaa5466d4dc8f583c282e1-640x785.jpg?w=640&fit=max&auto=format&dpr=2,prod5,,5 GB,47916.5,"101,893"
112,https://ocl5w36p.apicdn.sanity.io/v2022-10-01/data/query/prod5?query=%0A%20%20*%5B_type%20%3D%3D%20%22gingerPage%22%20%26%26%20path%20%3D%3D%20%22%2F%22%5D%7B%20%22pageBody%22%3A%7B%0A%20%20%20%20%20%20%20%20...%2C%0A%20%20%20%20%20%20%20%20items%5BisHidden!%3Dtrue%5D%7B%0A%20%20%20%20%20%20%20%20%20%20...%2C%0A%20%20%20%20%20%20%20%20%20%20aesthetic-%3E%2C%0A%20%20%20%20%20%20%20%20%20%20offerPackagesList%5B%5D%7Boffer-%3E%7D%2C%0A%20%20%20%20%20%20%20%20%20_type%20in%20%5B%22switchCaseBlock%22%5D%20%3D%3E%20%7B%0A%20%20%20%20%20%20%20%20%20%20...%2C%0A%20%20%20%20%20%20%20%20%20%22cases%22%3Acases%5B%5D%7B%0A%20%20%20%20%20%20%20%20%20%20%20%20...%2C%0A%20%20%20%20%20%20%20%20%20%20%20%20item%5B%5D%7B%0A%20%20%20%20%20%20%20%20%20%20%20%20%20%20...%2C%0A%20%20%20%20%20%20%20%20%20%20%20%20%20%20aesthetic-%3E%2C%0A%20%20%20%20%20%20%20%20%20%20%20%20%7D%2C%0A%20%20%20%20%20%20%20%20%20%20%7D%2C%0A%20%20%20%20%20%20%20%20%7D%2C%0A%20%20%20%20%20%20%20%20%7D%2C%0A%20%20%20%20%20%20%7D%2C%0A%22footer%22%3A%20%7B%20%0A%20%20%20%22footerData%22%3A*%5B_type%20%3D%3D%20%22gingerFooter%22%20%26%26%20path%20%3D%3D%22%2Ffooter%22%5D%2C%0A%20%20%20%20%22footerDestinations%22%3A%20*%5B_type%20%3D%3D%20%22destination%22%26%26brandName%20match%20%22ginger%22%20%26%26%20%22Ginger%22%20in%20participatingHotels%5B%5D-%3EbrandName%5D%20%7C%20order(name%20asc)%20%7B%20%20%20%22name%22%3A%20string%3A%3Aupper(%22Hotels%20in%22%2B%22%20%22%20%2Bname)%2C%20%20%20%22url%22%3A%20%22%2Fdestinations%2Fhotels-in-%22%20%2B%20identifier%20%7D%2C%0A%7D%0A%20%2C%22header%22%3A%20*%5B_type%20%3D%3D%20%22gingerHeader%22%20%26%26%20path%20%3D%3D%22%2Fheader%22%5D%7B%0A...%2C%0AsearchData-%3E%7B%0A%20%20...%2C%0A%20%20searchTabs%5B%5D%7B%0A%20%20%20...%2C%0A%20%20%20popularItems%7B%0A%20%20%20%20...%2C%0A%20%20%20%20itemList%5B%5D-%3E%7B%0A%20%20%20%20%20%20%22name%22%3A%20select(%0A%20%20%20%20%20%20%20%20title%20%3D%3D%20null%20%3D%3E%20hotelName%2C%0A%20%20%20%20%20%20%20%20title%0A%20%20%20%20%20%20)%2C%0A%20%20%20%20%20identifier%2C%0A%20%20%20%20%20hotelId%2C%0A%20%20%20%20%20%22synxisHotelId%22%20%3A%20searchTaxonomies-%3E.synxisHotelId%2C%0A%20%20%20%20hotelAddress-%3E%2C%0A%20%20%20%20%20%20%22hotelType%22%3A%20searchTaxonomies-%3E.hotelType%2C%0A%20%20%20%20%20%20%22hotelCode%22%3A%20searchTaxonomies-%3E.hotelCode%2C%0A%20%20%20%20%20%22restaurant_identifier%22%3Aidentifier%2C%0A%20%20%20%20%20%22brand_name%22%3AbrandName%2C%0A%20%20%20%20%20%22hotel_brand_name%22%3AparticipatingHotels%5B0%5D-%3EbrandName%2C%0A%20%20%20%20%20%22hotel_identifier%22%3A%20participatingHotels%5B0%5D-%3Eidentifier%2C%0A%20%20%20%20%20%22cuisine_type%22%3A%20hotelDetailDiningPage.restaurantAvailability%5Blower(title)%20match%20%22cuisine%22%5D%5B0%5D.list%5B0%5D.item%2C%0A%20%20%20%20%20%22restaurant_city%22%3A%20hotelDetailDiningPage.restaurantAddress-%3E.city%2C%0A%20%20%20%20%20%22restaurant_country%22%3A%20hotelDetailDiningPage.restaurantAddress-%3E.country%2C%0A%20%20%20%20%7D%0A%20%20%20%7D%0A%20%20%7D%0A%7D%0A%0A%7D%2C%22appIcons%22%3A*%5B_type%20%3D%3D%20%22appIcons%22%5D%7Bkey%2C%22iconUrl%22%3A%20icon.asset-%3E.url%7D%7D&%24tempPath=%22%2F%22&tag=ginger_cug,prod5,ginger_cug,5 GB,50986.9,"95,364"
113,https://ocl5w36p.apicdn.sanity.io/v2022-10-01/data/query/prod5?query=*%5B_id%20in%20%5B%2268fa5527-395d-49a0-a387-1ded22be8509%22%5D%5D&tag=taj_cug_mob_https___www.tajhotels.com_en-in_romantic,prod5,taj_cug_mob_https___www.tajhotels.com_en-in_romantic,5 GB,321.3,"15,094,860"
114,https://cdn.sanity.io/images/ocl5w36p/prod5/c6fb64d33aaf5a8335beb01826fad618d7826848-1640x1148.jpg,prod5,,5 GB,390110.6,"12,428"
115,https://cdn.sanity.io/images/ocl5w36p/prod5/7c71d18faef0d473e2e8f2fa0e1c12816f259366-3840x1840.jpg?w=480&auto=format&dpr=2,prod5,,5 GB,132986.9,"35,967"
116,https://cdn.sanity.io/images/ocl5w36p/prod5/bba903e97841c117c86009d959aac01bb06b0542-1400x1120.png,prod5,,5 GB,2.21 MB,"2,158"
117,https://cdn.sanity.io/images/ocl5w36p/prod5/4e691bffa02a6a51ecddcd6c6878c4fb782d4f99-167x65.svg?w=480&auto=format&dpr=2,prod5,,5 GB,35531.9,"133,749"
118,https://cdn.sanity.io/files/ocl5w36p/prod5/4efb77b959337cb630f7ca2e60d82e50c0699c3b.pdf,prod5,,5 GB,5.94 MB,796
119,https://cdn.sanity.io/images/ocl5w36p/prod5/3f8b8a76820bc7002ee6ce401b14b7e15e1375e8-6720x4480.jpg,prod5,,5 GB,4.15 MB,"1,138"
120,https://cdn.sanity.io/images/ocl5w36p/prod5/c0278a81582cd47e4c4e04d94295a88caef8e9df-3840x1860.jpg?w=1024&auto=format&dpr=2,prod5,,5 GB,264456.7,"17,779"
121,https://cdn.sanity.io/images/ocl5w36p/prod5/99b2b4202b07c3bdeb3fa4149b0e5e62de8c50f5-952x660.jpg?w=480&auto=format&dpr=2,prod5,,5 GB,50217.5,"92,783"
122,https://cdn.sanity.io/images/ocl5w36p/prod5/7fe84701d93dd99360c2c332a65a350c282b6928-20x20.png?w=3840&auto=format&dpr=2,prod5,,5 GB,425656.4,"10,936"
123,https://cdn.sanity.io/images/ocl5w36p/prod5/624f479c0017f4c280c08de595d9f185b5138b5b-1282x2166.jpg?w=480&auto=format&dpr=2,prod5,,5 GB,37746.9,"123,087"
124,https://cdn.sanity.io/images/ocl5w36p/prod5/91666fb7c46c70029bd1aff46bf1e26ae8ed7b28-7558x6159.jpg,prod5,,5 GB,4.27 MB,"1,085"
125,https://cdn.sanity.io/images/ocl5w36p/prod5/41e9106d349a505722f1def8c7e262eff42b0f98-5144x3904.jpg,prod5,,5 GB,2.09 MB,"2,217"
126,https://cdn.sanity.io/images/ocl5w36p/prod5/c8d7b56945c0461e7dca2b3e3c44cd9bc11345c6-1400x1120.png,prod5,,5 GB,2.18 MB,"2,111"
127,https://cdn.sanity.io/images/ocl5w36p/prod5/4cb3d57ea45960e31ecf753e46ba7d687105870b-1296x1758.jpg?w=480&auto=format&dpr=2,prod5,,5 GB,195509.7,"23,489"
128,https://cdn.sanity.io/images/ocl5w36p/prod5/4fb36f84dbda21f2d86ebfc5c33256027a30f1c8-952x660.jpg?w=480&auto=format&dpr=2,prod5,,5 GB,49197.6,"92,837"
129,https://ocl5w36p.apicdn.sanity.io/v2024-02-24/data/query/prod5?query=*%5B_type+%3D%3D+%22ihclTataPage%22+%26%26+path+%3D%3D+%24path%5D%5B0%5D&%24path=%22%2F%22&returnQuery=false,prod5,,5 GB,14164.,"317,800"
130,https://cdn.sanity.io/images/ocl5w36p/prod5/e6d96c2e21fcf72e027bc5f991aecd25f67a39d3-1300x1526.jpg?w=640&auto=format,prod5,,4 GB,57632.2,"77,710"
131,https://cdn.sanity.io/images/ocl5w36p/prod5/47a309de8c56c958539c8e51c21801cf61d6c10e-1400x1120.png,prod5,,4 GB,3.12 MB,"1,434"
132,https://cdn.sanity.io/images/ocl5w36p/prod5/a92761638dd1894f6376824a1bcd61de67a1d608-1400x1120.png,prod5,,4 GB,3.27 MB,"1,365"
133,https://cdn.sanity.io/images/ocl5w36p/prod5/835107d59134158c188b57e907a3eff6cd14cb08-4402x3591.jpg,prod5,,4 GB,1.65 MB,"2,680"
134,https://cdn.sanity.io/images/ocl5w36p/prod5/feb95b4cb37a2c7899c983fc29125adaa0ea47aa-1440x974.jpg?w=480&auto=format&dpr=2,prod5,,4 GB,83936.8,"52,503"
135,https://cdn.sanity.io/images/ocl5w36p/prod5/ce1b6a1605f168da3e4324f0292cb3a7771ba61f-640x960.jpg?w=980,prod5,,4 GB,211981.7,"20,751"
136,https://ocl5w36p.apicdn.sanity.io/v2022-10-01/data/query/integrateduat?query=%0A%20%20*%5B_type%20%3D%3D%20%22gingerPage%22%20%26%26%20path%20%3D%3D%20%22%2F%22%5D%7B%20%22pageBody%22%3A%7B%0A%20%20%20%20%20%20%20%20...%2C%0A%20%20%20%20%20%20%20%20items%5BisHidden!%3Dtrue%5D%7B%0A%20%20%20%20%20%20%20%20%20%20...%2C%0A%20%20%20%20%20%20%20%20%20%20aesthetic-%3E%2C%0A%20%20%20%20%20%20%20%20%20%20offerPackagesList%5B%5D%7Boffer-%3E%7D%2C%0A%20%20%20%20%20%20%20%20%20_type%20in%20%5B%22switchCaseBlock%22%5D%20%3D%3E%20%7B%0A%20%20%20%20%20%20%20%20%20%20...%2C%0A%20%20%20%20%20%20%20%20%20%22cases%22%3Acases%5B%5D%7B%0A%20%20%20%20%20%20%20%20%20%20%20%20...%2C%0A%20%20%20%20%20%20%20%20%20%20%20%20item%5B%5D%7B%0A%20%20%20%20%20%20%20%20%20%20%20%20%20%20...%2C%0A%20%20%20%20%20%20%20%20%20%20%20%20%20%20aesthetic-%3E%2C%0A%20%20%20%20%20%20%20%20%20%20%20%20%7D%2C%0A%20%20%20%20%20%20%20%20%20%20%7D%2C%0A%20%20%20%20%20%20%20%20%7D%2C%0A%20%20%20%20%20%20%20%20%7D%2C%0A%20%20%20%20%20%20%7D%2C%0A%22footer%22%3A%20%7B%20%0A%20%20%20%22footerData%22%3A*%5B_type%20%3D%3D%20%22gingerFooter%22%20%26%26%20path%20%3D%3D%22%2Ffooter%22%5D%2C%0A%20%20%20%20%22footerDestinations%22%3A%20*%5B_type%20%3D%3D%20%22destination%22%26%26brandName%20match%20%22ginger%22%20%26%26%20%22Ginger%22%20in%20participatingHotels%5B%5D-%3EbrandName%5D%20%7C%20order(name%20asc)%20%7B%20%20%20%22name%22%3A%20string%3A%3Aupper(%22Hotels%20in%22%2B%22%20%22%20%2Bname)%2C%20%20%20%22url%22%3A%20%22%2Fdestinations%2Fhotels-in-%22%20%2B%20identifier%20%7D%2C%0A%7D%0A%20%2C%22header%22%3A%20*%5B_type%20%3D%3D%20%22gingerHeader%22%20%26%26%20path%20%3D%3D%22%2Fheader%22%5D%7B%0A...%2C%0AsearchData-%3E%7B%0A%20%20...%2C%0A%20%20searchTabs%5B%5D%7B%0A%20%20%20...%2C%0A%20%20%20popularItems%7B%0A%20%20%20%20...%2C%0A%20%20%20%20itemList%5B%5D-%3E%7B%0A%20%20%20%20%20%20%22name%22%3A%20select(%0A%20%20%20%20%20%20%20%20title%20%3D%3D%20null%20%3D%3E%20hotelName%2C%0A%20%20%20%20%20%20%20%20title%0A%20%20%20%20%20%20)%2C%0A%20%20%20%20%20identifier%2C%0A%20%20%20%20%20hotelId%2C%0A%20%20%20%20%20%22synxisHotelId%22%20%3A%20searchTaxonomies-%3E.synxisHotelId%2C%0A%20%20%20%20hotelAddress-%3E%2C%0A%20%20%20%20%20%20%22hotelType%22%3A%20searchTaxonomies-%3E.hotelType%2C%0A%20%20%20%20%20%20%22hotelCode%22%3A%20searchTaxonomies-%3E.hotelCode%2C%0A%20%20%20%20%20%22restaurant_identifier%22%3Aidentifier%2C%0A%20%20%20%20%20%22brand_name%22%3AbrandName%2C%0A%20%20%20%20%20%22hotel_brand_name%22%3AparticipatingHotels%5B0%5D-%3EbrandName%2C%0A%20%20%20%20%20%22hotel_identifier%22%3A%20participatingHotels%5B0%5D-%3Eidentifier%2C%0A%20%20%20%20%20%22cuisine_type%22%3A%20hotelDetailDiningPage.restaurantAvailability%5Blower(title)%20match%20%22cuisine%22%5D%5B0%5D.list%5B0%5D.item%2C%0A%20%20%20%20%20%22restaurant_city%22%3A%20hotelDetailDiningPage.restaurantAddress-%3E.city%2C%0A%20%20%20%20%20%22restaurant_country%22%3A%20hotelDetailDiningPage.restaurantAddress-%3E.country%2C%0A%20%20%20%20%7D%0A%20%20%20%7D%0A%20%20%7D%0A%7D%0A%0A%7D%2C%22appIcons%22%3A*%5B_type%20%3D%3D%20%22appIcons%22%5D%7Bkey%2C%22iconUrl%22%3A%20icon.asset-%3E.url%7D%7D&%24tempPath=%22%2F%22&tag=ginger_sit,integrateduat,ginger_sit,4 GB,49854.8,"86,257"
137,https://cdn.sanity.io/files/ocl5w36p/production/5c2928a42b313efb4459c0ab1f4b451b6e589fc9.pdf,production,,4 GB,4.72 MB,910
138,https://cdn.sanity.io/images/ocl5w36p/prod5/c49bc6e9213c36aff02555d13f7b25a7d3b6331a-700x430.jpg?w=480&auto=format&dpr=2,prod5,,4 GB,85112.5,"49,964"
139,https://cdn.sanity.io/images/ocl5w36p/prod5/2b0edae912621c85937247451107bc167b1f7839-3840x1860.jpg?w=1920&auto=format&dpr=2,prod5,,4 GB,553182.4,"7,616"
140,https://cdn.sanity.io/files/ocl5w36p/prod5/3d3bcb2a90d48d2f52039bc612b55123dca7bdcc.pdf,prod5,,4 GB,4.90 MB,855
141,https://cdn.sanity.io/images/ocl5w36p/prod5/7e9136be3fa8d19a03a623de05fd76f0ad85f27a-640x785.jpg?w=640&fit=max&auto=format&dpr=2,prod5,,4 GB,41040.9,"101,715"
142,https://cdn.sanity.io/images/ocl5w36p/prod5/6950cfbf62eb9c8636d322c63e43b025781f9a30-9504x6336.jpg,prod5,,4 GB,3.50 MB,"1,190"
